entry_number,gulper_id,task,subtask,entry_start_time,entry_end_time,duration_seconds,job_id
75,15,Communication,With client(s),15:20:36,15:21:40,63.9,2026-05-31_01
76,15,Fluidizing,Mixing,15:21:40,15:25:03,202.9,2026-05-31_01
77,15,Extraction,Removing sludge,15:25:03,15:26:46,103.3,2026-05-31_01
78,15,Extraction,Pulling out trash,15:26:46,15:27:04,17.8,2026-05-31_01
79,15,Extraction,Removing sludge,15:27:04,15:28:23,78.6,2026-05-31_01
80,15,Fluidizing,Mixing,15:28:23,15:29:18,55.2,2026-05-31_01
81,15,Fluidizing,Adding water,15:29:18,15:30:06,47.6,2026-05-31_01
82,15,Fluidizing,Mixing,15:30:06,15:30:52,46,2026-05-31_01
83,15,Extraction,Removing sludge,15:30:52,15:35:22,270.2,2026-05-31_01
84,15,Fluidizing,Adding water,15:35:22,15:35:34,12.7,2026-05-31_01
85,15,Fluidizing,Mixing,15:35:34,15:36:31,56.9,2026-05-31_01
86,15,Fluidizing,Adding water,15:36:31,15:36:56,25,2026-05-31_01
87,15,Extraction,Removing sludge,15:36:56,15:37:51,55,2026-05-31_01
88,15,Earthworks,Repair pit liner,15:37:51,15:40:19,147.6,2026-05-31_01
89,15,Earthworks,Fill trench,15:40:24,15:53:39,794.9,2026-05-31_01
90,15,Superstructure,Cleaning,15:53:39,15:55:20,101,2026-05-31_01
91,15,Equipment,Cleaning,15:55:21,16:00:23,301.5,2026-05-31_01
1,1,Earthworks,Dig trench,11:41:15,11:45:00,225.4,2026-06-12_01
2,11,Rest,,11:41:20,11:47:21,361.8,2026-06-12_01
3,3,Rest,,11:41:22,11:43:55,153.7,2026-06-12_01
4,18,Rest,,11:41:24,11:43:45,140.8,2026-06-12_01
5,18,Earthworks,Dig trench,11:43:45,11:45:52,127.1,2026-06-12_01
6,3,Earthworks,Dig trench,11:43:55,11:45:29,94.2,2026-06-12_01
7,1,Rest,,11:45:00,11:45:38,37.3,2026-06-12_01
8,3,Rest,,11:45:29,11:46:11,41.2,2026-06-12_01
9,1,Earthworks,Dig trench,11:45:38,11:47:39,121.4,2026-06-12_01
10,18,Rest,,11:45:52,11:46:53,61.4,2026-06-12_01
11,3,Communication,With other gulper(s),11:46:11,11:46:17,5.9,2026-06-12_01
12,3,Rest,,11:46:17,11:47:27,70.6,2026-06-12_01
13,18,Communication,With other gulper(s),11:46:53,11:46:59,6.2,2026-06-12_01
14,18,Rest,,11:46:59,11:48:59,119.1,2026-06-12_01
15,11,Communication,With other gulper(s),11:47:21,11:47:43,21.3,2026-06-12_01
16,3,Communication,With other gulper(s),11:47:27,11:47:35,8.1,2026-06-12_01
17,3,Earthworks,Dig trench,11:47:35,11:49:10,94.8,2026-06-12_01
18,1,Rest,,11:47:39,11:47:54,14.9,2026-06-12_01
19,11,Rest,,11:47:43,11:49:07,84.2,2026-06-12_01
20,1,Communication,With other gulper(s),11:47:54,11:48:06,12.1,2026-06-12_01
21,1,Rest,,11:48:06,11:50:30,144.2,2026-06-12_01
22,18,Earthworks,Dig trench,11:48:59,11:50:26,87.5,2026-06-12_01
23,11,Earthworks,Dig trench,11:49:07,11:49:58,50.8,2026-06-12_01
24,3,Rest,,11:49:10,11:49:49,38.6,2026-06-12_01
25,3,Earthworks,Dig trench,11:49:49,11:50:22,33.3,2026-06-12_01
26,11,Rest,,11:49:58,11:50:51,53.7,2026-06-12_01
27,3,Rest,,11:50:22,11:54:32,250,2026-06-12_01
28,18,Rest,,11:50:26,11:53:35,188.9,2026-06-12_01
29,1,Earthworks,Dig trench,11:50:30,11:51:17,46.3,2026-06-12_01
30,11,Communication,With other gulper(s),11:50:51,11:51:08,16.3,2026-06-12_01
31,11,Rest,,11:51:08,11:55:18,249.9,2026-06-12_01
32,1,Rest,,11:51:17,11:51:24,7.1,2026-06-12_01
33,1,Earthworks,Dig trench,11:51:24,11:53:24,120.6,2026-06-12_01
34,1,Communication,With other gulper(s),11:53:24,11:53:32,7.6,2026-06-12_01
35,1,Earthworks,Dig trench,11:53:32,11:54:27,55.4,2026-06-12_01
36,18,Earthworks,Dig trench,11:53:35,11:59:02,327.3,2026-06-12_01
37,1,Rest,,11:54:27,11:58:25,237.7,2026-06-12_01
38,3,Earthworks,Dig trench,11:54:32,11:55:12,40,2026-06-12_01
39,3,Rest,,11:55:12,11:56:01,49.3,2026-06-12_01
40,11,Earthworks,Dig trench,11:55:18,11:57:53,155.7,2026-06-12_01
41,3,Earthworks,Dig trench,11:56:01,11:57:25,83.7,2026-06-12_01
42,3,Rest,,11:57:25,11:57:50,24.7,2026-06-12_01
43,3,Earthworks,Dig trench,11:57:50,11:58:29,39.4,2026-06-12_01
44,11,Rest,,11:57:53,11:59:21,87.5,2026-06-12_01
45,1,Earthworks,Dig trench,11:58:25,12:02:53,268.3,2026-06-12_01
46,3,Rest,,11:58:29,12:03:02,273.1,2026-06-12_01
47,18,Rest,,11:59:02,11:59:29,27.3,2026-06-12_01
48,11,Earthworks,Dig trench,11:59:21,11:59:26,4.9,2026-06-12_01
49,11,Rest,,11:59:26,12:03:46,260.8,2026-06-12_01
50,18,Earthworks,Dig trench,11:59:29,11:59:41,11.4,2026-06-12_01
51,18,Rest,,11:59:41,12:01:07,86,2026-06-12_01
52,18,Communication,With other gulper(s),12:01:07,12:01:15,8.3,2026-06-12_01
53,18,Rest,,12:01:15,12:03:08,113,2026-06-12_01
54,1,Rest,,12:02:53,12:04:36,103,2026-06-12_01
55,3,Earthworks,Dig trench,12:03:02,12:04:41,99,2026-06-12_01
56,18,Earthworks,Dig trench,12:03:08,12:03:41,33.2,2026-06-12_01
57,18,Rest,,12:03:41,12:08:18,276.4,2026-06-12_01
58,11,Earthworks,Dig trench,12:03:46,12:05:21,94.6,2026-06-12_01
59,1,Earthworks,Dig trench,12:04:36,12:07:51,194.8,2026-06-12_01
60,3,Rest,,12:04:41,12:05:16,35,2026-06-12_01
61,3,Earthworks,Dig trench,12:05:16,12:08:23,186.8,2026-06-12_01
62,11,Communication,With other gulper(s),12:05:21,12:05:30,8.6,2026-06-12_01
63,11,Rest,,12:05:30,12:08:52,202,2026-06-12_01
64,1,Communication,With other gulper(s),12:07:51,12:07:59,8.3,2026-06-12_01
65,1,Rest,,12:07:59,12:08:55,55.5,2026-06-12_01
66,18,Earthworks,Dig trench,12:08:18,12:11:56,217.7,2026-06-12_01
67,3,Rest,,12:08:23,12:09:26,63.4,2026-06-12_01
68,11,Communication,With other gulper(s),12:08:52,12:09:15,22.9,2026-06-12_01
69,1,Communication,With other gulper(s),12:08:55,12:09:19,24.2,2026-06-12_01
70,11,Rest,,12:09:15,12:10:35,80.5,2026-06-12_01
71,1,Rest,,12:09:19,12:09:45,25.7,2026-06-12_01
72,3,Earthworks,Dig trench,12:09:26,12:10:30,63.2,2026-06-12_01
73,1,Communication,With other gulper(s),12:09:45,12:09:53,8.1,2026-06-12_01
74,1,Rest,,12:09:53,12:11:29,96.3,2026-06-12_01
75,3,Rest,,12:10:30,12:12:17,107.3,2026-06-12_01
76,11,Earthworks,Dig trench,12:10:35,12:12:19,104.2,2026-06-12_01
77,1,Communication,With other gulper(s),12:11:29,12:11:40,10.9,2026-06-12_01
78,1,Rest,,12:11:40,12:11:50,10.4,2026-06-12_01
79,1,Earthworks,Dig trench,12:11:50,12:14:06,136,2026-06-12_01
80,18,Rest,,12:11:56,12:15:20,204.1,2026-06-12_01
81,3,Earthworks,Dig trench,12:12:17,12:15:27,190.6,2026-06-12_01
82,11,Rest,,12:12:19,12:14:19,119.5,2026-06-12_01
83,1,Rest,,12:14:06,12:18:42,275.8,2026-06-12_01
84,11,Earthworks,Dig trench,12:14:19,12:17:09,170.3,2026-06-12_01
85,18,Earthworks,Dig trench,12:15:20,12:17:57,156.9,2026-06-12_01
86,3,Rest,,12:15:27,12:17:14,106.2,2026-06-12_01
87,11,Rest,,12:17:09,12:23:27,377.6,2026-06-12_01
88,3,Earthworks,Dig trench,12:17:14,12:18:36,82.9,2026-06-12_01
89,18,Rest,,12:17:57,12:18:07,10.5,2026-06-12_01
90,18,Earthworks,Dig trench,12:18:07,12:21:47,219.4,2026-06-12_01
91,3,Rest,,12:18:36,12:22:00,203.8,2026-06-12_01
92,1,Earthworks,Dig trench,12:18:42,12:22:27,224.6,2026-06-12_01
93,18,Rest,,12:21:47,12:22:05,18.7,2026-06-12_01
94,3,Earthworks,Dig trench,12:22:00,12:22:58,58.1,2026-06-12_01
95,18,Earthworks,Dig trench,12:22:05,12:22:19,13.5,2026-06-12_01
96,18,Communication,With other gulper(s),12:22:21,12:22:32,11.3,2026-06-12_01
97,1,Rest,,12:22:27,12:22:53,26.6,2026-06-12_01
98,18,Rest,,12:22:32,12:22:45,13.2,2026-06-12_01
99,18,Communication,With other gulper(s),12:22:45,12:23:17,31.8,2026-06-12_01
100,1,Communication,With other gulper(s),12:22:53,12:23:04,11,2026-06-12_01
101,3,Rest,,12:22:58,12:28:23,324.3,2026-06-12_01
102,1,Earthworks,Dig trench,12:23:04,12:23:24,20,2026-06-12_01
103,18,Rest,,12:23:17,12:23:37,20,2026-06-12_01
104,1,Communication,With other gulper(s),12:23:24,12:23:44,19.2,2026-06-12_01
105,11,Communication,With other gulper(s),12:23:27,12:24:03,36.5,2026-06-12_01
106,18,Communication,With other gulper(s),12:23:37,12:23:47,10,2026-06-12_01
107,1,Earthworks,Dig trench,12:23:44,12:25:15,91.4,2026-06-12_01
108,18,Earthworks,Dig trench,12:23:47,12:25:52,124.7,2026-06-12_01
109,11,Rest,,12:24:03,12:30:34,390.2,2026-06-12_01
110,1,Communication,With other gulper(s),12:25:15,12:25:47,32.1,2026-06-12_01
111,1,Earthworks,Dig trench,12:25:47,12:28:33,165.6,2026-06-12_01
112,18,Rest,,12:25:52,12:28:28,155.9,2026-06-12_01
113,3,Earthworks,Dig trench,12:28:23,12:33:13,290.4,2026-06-12_01
114,18,Earthworks,Dig trench,12:28:28,12:30:27,119.1,2026-06-12_01
115,1,Communication,With other gulper(s),12:28:33,12:29:00,26.9,2026-06-12_01
116,1,Earthworks,Dig trench,12:29:00,12:30:58,118.3,2026-06-12_01
117,18,Rest,,12:30:27,12:33:17,170.3,2026-06-12_01
118,11,Earthworks,Dig trench,12:30:34,12:36:00,326.2,2026-06-12_01
119,1,Communication,With other gulper(s),12:30:58,12:31:06,7.6,2026-06-12_01
120,1,Earthworks,Dig trench,12:31:06,12:32:27,81.6,2026-06-12_01
121,1,Communication,With other gulper(s),12:32:27,12:32:32,5,2026-06-12_01
122,1,Earthworks,Dig trench,12:32:32,12:34:39,126.4,2026-06-12_01
123,3,Rest,,12:33:13,12:43:04,591.3,2026-06-12_01
124,18,Earthworks,Dig trench,12:33:17,12:36:14,176.9,2026-06-12_01
125,1,Communication,With other gulper(s),12:34:39,12:34:48,9.5,2026-06-12_01
126,1,Earthworks,Dig trench,12:34:48,12:36:07,79.2,2026-06-12_01
127,11,Rest,,12:36:00,12:39:05,185.3,2026-06-12_01
128,1,Communication,With other gulper(s),12:36:07,12:36:26,18.2,2026-06-12_01
129,18,Rest,,12:36:14,12:36:42,28.1,2026-06-12_01
130,1,Earthworks,Dig trench,12:36:26,12:36:55,29.3,2026-06-12_01
131,18,Communication,With other gulper(s),12:36:42,12:36:48,5.7,2026-06-12_01
132,18,Earthworks,Dig trench,12:36:48,12:37:01,13.1,2026-06-12_01
133,1,Communication,With other gulper(s),12:36:55,12:37:29,34.6,2026-06-12_01
134,18,Communication,With other gulper(s),12:37:01,12:37:33,32.6,2026-06-12_01
135,1,Equipment,Maneuvering,12:37:29,12:38:07,37.6,2026-06-12_01
136,18,Equipment,Maneuvering,12:37:33,12:38:11,37.5,2026-06-12_01
137,1,Communication,With other gulper(s),12:38:07,12:38:22,15.4,2026-06-12_01
138,18,Rest,,12:38:11,12:39:14,62.8,2026-06-12_01
139,1,Equipment,Maneuvering,12:38:22,12:38:56,33.3,2026-06-12_01
140,1,Communication,With other gulper(s),12:38:56,12:39:49,53.7,2026-06-12_01
141,11,Communication,With other gulper(s),12:39:05,12:39:30,24.4,2026-06-12_01
142,18,Communication,With other gulper(s),12:39:14,12:39:22,7.8,2026-06-12_01
143,18,Equipment,Maneuvering,12:39:22,12:39:46,24.2,2026-06-12_01
144,11,Rest,,12:39:30,12:45:05,335.8,2026-06-12_01
145,18,Rest,,12:39:46,12:40:24,38.1,2026-06-12_01
146,1,Equipment,Maneuvering,12:39:49,12:40:15,25.5,2026-06-12_01
147,1,Earthworks,Dig trench,12:40:15,12:41:12,57.3,2026-06-12_01
148,18,Equipment,Maneuvering,12:40:24,12:41:04,39.9,2026-06-12_01
149,18,Rest,,12:41:04,12:42:54,110.2,2026-06-12_01
150,1,Equipment,Maneuvering,12:41:12,12:41:26,14.1,2026-06-12_01
151,1,Communication,With other gulper(s),12:41:26,12:41:32,5.7,2026-06-12_01
152,1,Earthworks,Dig trench,12:41:32,12:41:59,26.6,2026-06-12_01
153,1,Communication,With other gulper(s),12:42:00,12:42:16,15.5,2026-06-12_01
154,1,Earthworks,Dig trench,12:42:16,12:42:33,17.7,2026-06-12_01
155,1,Communication,With other gulper(s),12:42:33,12:43:00,26.2,2026-06-12_01
156,18,Communication,With other gulper(s),12:42:54,12:43:17,23,2026-06-12_01
157,1,Earthworks,Dig trench,12:43:00,12:43:07,7.7,2026-06-12_01
158,3,Communication,With other gulper(s),12:43:04,12:43:14,9.1,2026-06-12_01
159,1,Communication,With other gulper(s),12:43:07,12:43:27,19.9,2026-06-12_01
160,3,Rest,,12:43:14,12:45:39,145.8,2026-06-12_01
161,18,Rest,,12:43:17,12:49:05,347.6,2026-06-12_01
162,1,Earthworks,Dig trench,12:43:27,12:44:37,69.8,2026-06-12_01
163,1,Equipment,Maneuvering,12:44:37,12:45:20,43.6,2026-06-12_01
164,11,Communication,With other gulper(s),12:45:05,12:45:10,4.4,2026-06-12_01
165,11,Rest,,12:45:10,13:12:40,1650.5,2026-06-12_01
166,1,Rest,,12:45:20,12:45:28,7.1,2026-06-12_01
167,1,Earthworks,Dig trench,12:45:28,12:47:41,132.9,2026-06-12_01
168,3,Earthworks,Dig trench,12:45:39,12:47:45,125.5,2026-06-12_01
169,1,Communication,With other gulper(s),12:47:41,12:49:51,130.5,2026-06-12_01
170,3,Rest,,12:47:45,12:48:41,56,2026-06-12_01
171,3,Earthworks,Dig trench,12:48:41,12:50:00,79,2026-06-12_01
172,18,Earthworks,Dig trench,12:49:05,12:49:40,34.9,2026-06-12_01
173,18,Rest,,12:49:40,13:12:44,1383.8,2026-06-12_01
174,1,Earthworks,Dig trench,12:49:51,12:50:27,35.7,2026-06-12_01
175,3,Rest,,12:50:00,13:16:06,1566.2,2026-06-12_01
176,1,Earthworks,Dig trench,12:50:27,12:50:38,11.7,2026-06-12_01
177,1,Earthworks,Put hole in pit liner,12:50:38,12:51:34,55.5,2026-06-12_01
178,1,Rest,,12:51:34,12:52:58,84.1,2026-06-12_01
179,1,Earthworks,Put hole in pit liner,12:52:58,12:54:40,102.3,2026-06-12_01
180,1,Rest,,12:54:40,12:55:42,62.2,2026-06-12_01
181,1,Communication,With client(s),12:55:42,12:55:59,16.2,2026-06-12_01
182,1,Communication,With other gulper(s),12:55:59,12:56:02,3.5,2026-06-12_01
183,1,Rest,,12:56:02,12:56:45,43.3,2026-06-12_01
184,1,Communication,With other gulper(s),12:56:45,12:57:32,46.6,2026-06-12_01
185,1,Rest,,12:57:32,12:59:27,115.1,2026-06-12_01
186,1,Earthworks,Put hole in pit liner,12:59:27,13:03:23,236,2026-06-12_01
187,1,Rest,,13:03:23,13:04:40,77.3,2026-06-12_01
188,1,Communication,With other gulper(s),13:04:40,13:05:26,45.3,2026-06-12_01
189,1,Earthworks,Dig trench,13:05:26,13:12:52,446.7,2026-06-12_01
190,11,Earthworks,Dig trench,13:12:40,13:16:15,214.7,2026-06-12_01
191,18,Earthworks,Dig trench,13:12:44,13:23:00,617,2026-06-12_01
192,1,Extraction,Removing sludge,13:12:52,13:15:56,184.2,2026-06-12_01
193,1,Communication,With other gulper(s),13:15:56,13:16:27,30.7,2026-06-12_01
194,3,Earthworks,Dig trench,13:16:06,13:22:54,407.4,2026-06-12_01
195,11,Rest,,13:16:15,13:16:38,22.6,2026-06-12_01
196,1,Extraction,Removing sludge,13:16:27,13:18:06,98.4,2026-06-12_01
197,11,Communication,With other gulper(s),13:16:38,13:16:51,13.1,2026-06-12_01
198,11,Earthworks,Dig trench,13:16:51,13:17:14,23.4,2026-06-12_01
199,11,Communication,With other gulper(s),13:17:14,13:18:41,86.8,2026-06-12_01
200,1,Communication,With other gulper(s),13:18:06,13:21:24,198.1,2026-06-12_01
201,11,Earthworks,Dig trench,13:18:41,13:21:05,144.2,2026-06-12_01
202,11,Rest,,13:21:05,13:21:37,31.5,2026-06-12_01
203,1,Extraction,Removing sludge,13:21:24,13:22:50,86.1,2026-06-12_01
204,11,Earthworks,Dig trench,13:21:37,13:22:03,26.6,2026-06-12_01
205,11,Rest,,13:22:03,13:26:18,254.8,2026-06-12_01
206,1,Earthworks,Dig trench,13:22:50,13:33:01,611.2,2026-06-12_01
207,3,Rest,,13:22:54,13:26:15,201.9,2026-06-12_01
208,18,Rest,,13:23:00,13:23:28,27.6,2026-06-12_01
209,18,Earthworks,Dig trench,13:23:28,13:29:30,361.6,2026-06-12_01
210,3,Earthworks,Dig trench,13:26:15,13:52:28,1572.5,2026-06-12_01
211,11,Earthworks,Dig trench,13:26:18,13:26:42,23.9,2026-06-12_01
212,11,Rest,,13:26:42,13:26:55,13.1,2026-06-12_01
213,11,Earthworks,Dig trench,13:26:55,13:28:49,114,2026-06-12_01
214,11,Rest,,13:28:49,13:29:00,11.3,2026-06-12_01
215,11,Earthworks,Dig trench,13:29:00,13:29:34,33.2,2026-06-12_01
216,18,Rest,,13:29:30,13:30:36,66.7,2026-06-12_01
217,11,Rest,,13:29:34,13:30:52,78,2026-06-12_01
218,18,Earthworks,Dig trench,13:30:36,13:31:07,31.2,2026-06-12_01
219,11,Earthworks,Dig trench,13:30:52,13:31:49,57.8,2026-06-12_01
220,18,Rest,,13:31:07,13:33:04,116.8,2026-06-12_01
221,11,Rest,,13:31:49,13:32:35,45.4,2026-06-12_01
222,11,Earthworks,Dig trench,13:32:35,13:34:08,93.5,2026-06-12_01
223,1,Rest,,13:33:01,13:38:19,318.4,2026-06-12_01
224,18,Communication,With other gulper(s),13:33:04,13:33:15,11.2,2026-06-12_01
225,18,Rest,,13:33:15,13:33:54,38.5,2026-06-12_01
226,18,Earthworks,Dig trench,13:33:54,13:39:24,329.9,2026-06-12_01
227,11,Rest,,13:34:08,13:35:47,98.2,2026-06-12_01
228,11,Earthworks,Dig trench,13:35:47,13:37:22,95.6,2026-06-12_01
229,11,Rest,,13:37:22,13:38:25,62.5,2026-06-12_01
230,1,Earthworks,Dig trench,13:38:19,13:39:30,70.3,2026-06-12_01
231,11,Communication,With other gulper(s),13:38:25,13:39:17,52.2,2026-06-12_01
232,11,Earthworks,Dig trench,13:39:17,13:41:34,137.6,2026-06-12_01
233,18,Rest,,13:39:24,13:39:33,9.5,2026-06-12_01
234,1,Communication,With other gulper(s),13:39:30,13:39:50,20.1,2026-06-12_01
235,18,Earthworks,Dig trench,13:39:33,13:50:10,636.7,2026-06-12_01
236,1,Equipment,Maneuvering,13:39:50,13:39:54,3.8,2026-06-12_01
237,1,Earthworks,Dig trench,13:39:54,13:49:34,580.5,2026-06-12_01
238,11,Rest,,13:41:34,13:41:40,5.3,2026-06-12_01
239,11,Earthworks,Dig trench,13:41:40,13:46:46,306,2026-06-12_01
240,11,Rest,,13:46:46,13:47:12,25.7,2026-06-12_01
241,11,Earthworks,Dig trench,13:47:12,13:48:24,72.8,2026-06-12_01
242,11,Rest,,13:48:24,13:49:48,83.6,2026-06-12_01
243,1,Communication,With other gulper(s),13:49:34,13:52:44,189.7,2026-06-12_01
244,11,Communication,With other gulper(s),13:49:48,13:49:56,7.9,2026-06-12_01
245,11,Earthworks,Dig trench,13:49:56,13:50:01,5,2026-06-12_01
246,11,Rest,,13:50:01,13:50:07,6,2026-06-12_01
247,11,Earthworks,Dig trench,13:50:07,13:50:26,19.3,2026-06-12_01
248,18,Rest,,13:50:10,13:50:23,12.4,2026-06-12_01
249,18,Earthworks,Dig trench,13:50:23,13:52:21,118.5,2026-06-12_01
250,11,Rest,,13:50:26,13:51:37,71.1,2026-06-12_01
251,11,Earthworks,Dig trench,13:51:37,13:52:37,59.5,2026-06-12_01
252,18,Rest,,13:52:21,13:53:57,96.2,2026-06-12_01
253,3,Rest,,13:52:28,13:54:08,100.3,2026-06-12_01
254,11,Rest,,13:52:37,13:53:21,44,2026-06-12_01
255,1,Earthworks,Dig trench,13:52:44,14:02:53,609.6,2026-06-12_01
256,11,Communication,With other gulper(s),13:53:21,13:53:33,11.9,2026-06-12_01
257,11,Earthworks,Dig trench,13:53:33,13:55:50,137.5,2026-06-12_01
258,18,Earthworks,Dig trench,13:53:57,13:55:45,107.4,2026-06-12_01
259,3,Earthworks,Dig trench,13:54:08,13:55:12,63.9,2026-06-12_01
260,3,Rest,,13:55:12,13:55:25,13.1,2026-06-12_01
261,3,Earthworks,Dig trench,13:55:25,13:55:47,22.1,2026-06-12_01
262,18,Rest,,13:55:45,13:56:18,33.1,2026-06-12_01
263,3,Rest,,13:55:47,13:55:53,6,2026-06-12_01
264,11,Rest,,13:55:50,13:56:03,13.1,2026-06-12_01
265,3,Earthworks,Dig trench,13:55:53,13:56:53,59.5,2026-06-12_01
266,11,Earthworks,Dig trench,13:56:03,13:56:56,53.1,2026-06-12_01
267,18,Earthworks,Dig trench,13:56:18,13:56:39,21.2,2026-06-12_01
268,18,Rest,,13:56:39,13:57:17,37.8,2026-06-12_01
269,3,Rest,,13:56:53,13:57:06,12.9,2026-06-12_01
270,11,Rest,,13:56:56,13:57:11,14.4,2026-06-12_01
271,3,Earthworks,Dig trench,13:57:06,13:57:50,44.5,2026-06-12_01
272,11,Earthworks,Dig trench,13:57:11,13:58:33,82.3,2026-06-12_01
273,18,Earthworks,Dig trench,13:57:17,13:57:46,29.6,2026-06-12_01
274,18,Rest,,13:57:46,13:58:19,32.4,2026-06-12_01
275,3,Rest,,13:57:50,13:57:58,7.8,2026-06-12_01
276,3,Earthworks,Dig trench,13:57:58,14:00:13,134.4,2026-06-12_01
277,18,Earthworks,Dig trench,13:58:19,13:58:53,34.1,2026-06-12_01
278,11,Rest,,13:58:33,13:58:47,14.2,2026-06-12_01
279,11,Earthworks,Dig trench,13:58:47,13:59:11,23.3,2026-06-12_01
280,18,Rest,,13:58:53,13:59:27,33.9,2026-06-12_01
281,11,Rest,,13:59:11,13:59:54,42.9,2026-06-12_01
282,18,Earthworks,Dig trench,13:59:27,14:00:07,40.2,2026-06-12_01
283,11,Earthworks,Dig trench,13:59:54,14:00:38,44.8,2026-06-12_01
284,18,Rest,,14:00:07,14:00:32,25,2026-06-12_01
285,3,Rest,,14:00:13,14:00:36,23.3,2026-06-12_01
286,18,Earthworks,Dig trench,14:00:32,14:00:53,21.4,2026-06-12_01
287,3,Earthworks,Dig trench,14:00:36,14:04:03,206.7,2026-06-12_01
288,11,Rest,,14:00:38,14:01:11,32.1,2026-06-12_01
289,18,Rest,,14:00:53,14:01:02,8.7,2026-06-12_01
290,18,Earthworks,Dig trench,14:01:02,14:02:10,67.6,2026-06-12_01
291,11,Earthworks,Dig trench,14:01:11,14:02:43,92,2026-06-12_01
292,18,Communication,With other gulper(s),14:02:10,14:02:16,5.8,2026-06-12_01
293,18,Earthworks,Dig trench,14:02:16,14:03:49,93.3,2026-06-12_01
294,11,Rest,,14:02:43,14:02:47,4.5,2026-06-12_01
295,11,Earthworks,Dig trench,14:02:47,14:04:06,78.8,2026-06-12_01
296,1,Communication,With other gulper(s),14:02:53,14:02:57,3.7,2026-06-12_01
297,1,Earthworks,Dig trench,14:02:57,14:06:16,198.7,2026-06-12_01
298,18,Rest,,14:03:49,14:05:10,81.3,2026-06-12_01
299,3,Rest,,14:04:03,14:04:35,32.2,2026-06-12_01
300,11,Rest,,14:04:06,14:04:14,8.5,2026-06-12_01
301,11,Communication,With other gulper(s),14:04:14,14:05:20,65.8,2026-06-12_01
302,3,Communication,With other gulper(s),14:04:35,14:05:24,49.6,2026-06-12_01
303,18,Communication,With other gulper(s),14:05:10,14:05:27,16.5,2026-06-12_01
304,11,Earthworks,Dig trench,14:05:20,14:06:23,62.7,2026-06-12_01
305,3,Rest,,14:05:24,14:05:49,24.7,2026-06-12_01
306,18,Rest,,14:05:27,14:19:37,850.5,2026-06-12_01
307,3,Communication,With other gulper(s),14:05:49,14:06:19,30,2026-06-12_01
308,1,Communication,With other gulper(s),14:06:16,14:08:03,106.8,2026-06-12_01
309,3,Rest,,14:06:19,14:10:02,223.4,2026-06-12_01
310,11,Rest,,14:06:23,14:06:51,28,2026-06-12_01
311,11,Communication,With other gulper(s),14:06:51,14:07:47,55.9,2026-06-12_01
312,11,Rest,,14:07:47,14:09:33,106.7,2026-06-12_01
313,1,Earthworks,Dig trench,14:08:03,14:09:15,72.7,2026-06-12_01
314,1,Earthworks,Put hole in pit liner,14:09:15,14:10:24,68.8,2026-06-12_01
315,11,Communication,With client(s),14:09:33,14:09:55,21.5,2026-06-12_01
316,11,Earthworks,Dig trench,14:09:55,14:11:12,77.1,2026-06-12_01
317,3,Equipment,Maneuvering,14:10:02,14:10:31,28.6,2026-06-12_01
318,1,Superstructure,Inspection,14:10:24,14:10:52,28.2,2026-06-12_01
319,3,Superstructure,Inspection,14:10:31,14:11:15,44.4,2026-06-12_01
320,1,Rest,,14:10:52,14:16:16,324.1,2026-06-12_01
321,11,Rest,,14:11:12,14:21:55,642.6,2026-06-12_01
322,3,Rest,,14:11:15,14:19:48,512.6,2026-06-12_01
323,1,Communication,With other gulper(s),14:16:16,14:16:42,25.6,2026-06-12_01
324,1,Earthworks,Dig trench,14:16:42,14:19:43,180.9,2026-06-12_01
325,18,Earthworks,Dig trench,14:19:37,14:21:47,130,2026-06-12_01
326,1,Rest,,14:19:43,14:23:09,205.9,2026-06-12_01
327,3,Communication,With other gulper(s),14:19:48,14:20:11,23,2026-06-12_01
328,3,Rest,,14:20:11,14:23:35,204.2,2026-06-12_01
329,18,Rest,,14:21:47,14:22:04,16.9,2026-06-12_01
